  9.9723899e-001	  7.4253882e-002	 -8.6549257e-004	
 -7.4236915e-002	  9.9715944e-001	  1.2724958e-002	
  1.8079116e-003	 -1.2625573e-002	  9.9991866e-001	
 -1.8624446e+001	 -3.0707212e+001	 -3.8438700e-002	
  9.7004851e-001	  2.4177301e-001	 -2.3488164e-002	
 -2.3926195e-001	  9.6769585e-001	  7.9488765e-002	
  4.1947637e-002	 -7.1488134e-002	  9.9655900e-001	
 -2.7875764e+001	 -4.0778067e+001	  5.8264229e+000	
  8.0884100e-001	  1.0544900e-001	  5.7849500e-001	
 -2.6086300e-002	  9.8925600e-001	 -1.4385000e-001	
 -5.8744800e-001	  1.0126000e-001	  8.0290100e-001	
 -4.6995000e+001	 -2.3834200e+001	 -3.1889500e+001	
  8.4610700e-001	  2.9518500e-002	  5.3219400e-001	
  3.1414100e-002	  9.9396800e-001	 -1.0507500e-001	
 -5.3208600e-001	  1.0562300e-001	  8.4007600e-001	
 -3.8598200e+001	 -2.2457200e+001	 -3.0509300e+001	
  9.1728900e-001	  3.6068100e-002	  3.9658600e-001	
 -5.1883400e-002	  9.9822600e-001	  2.9218000e-002	
 -3.9482900e-001	 -4.7378600e-002	  9.1753300e-001	
 -3.0508100e+001	 -3.0363400e+001	 -1.5665400e+001	
  9.8441100e-001	 -3.2201800e-002	  1.7290600e-001	
  3.6346800e-002	  9.9912200e-001	 -2.0860500e-002	
 -1.7208300e-001	  2.6819700e-002	  9.8471700e-001	
 -1.4924100e+001	 -2.1441200e+001	 -9.0795300e+000	
  7.8394100e-001	 -1.5909300e-001	  6.0010600e-001	
  4.1897800e-002	  9.7796400e-001	  2.0453100e-001	
 -6.1942000e-001	 -1.3519600e-001	  7.7333000e-001	
 -3.3949800e+001	 -3.0881200e+001	 -1.8728100e+001	
  8.3573100e-001	 -1.4609200e-001	  5.2934900e-001	
 -2.9491800e-002	  9.5063100e-001	  3.0892100e-001	
 -5.4834600e-001	 -2.7378500e-001	  7.9016300e-001	
 -2.7903800e+001	 -3.7821400e+001	 -3.9362600e+000	
  8.4977700e-001	 -9.6964400e-002	  5.1814600e-001	
 -1.5945900e-002	  9.7775800e-001	  2.0912800e-001	
 -5.2690000e-001	 -1.8597600e-001	  8.2933100e-001	
 -3.0601200e+001	 -3.4583000e+001	 -1.1660500e+001	
  8.3244000e-001	 -1.1944200e-001	  5.4108900e-001	
 -7.2534400e-003	  9.7406000e-001	  2.2617800e-001	
 -5.5406800e-001	 -1.9220400e-001	  8.0997900e-001	
 -3.1270300e+001	 -3.4518800e+001	 -1.1827600e+001	
  9.5600700e-001	  5.1661500e-002	  2.8875700e-001	
 -1.2566800e-001	  9.6159300e-001	  2.4402100e-001	
 -2.6505900e-001	 -2.6957300e-001	  9.2578300e-001	
 -2.2197400e+001	 -3.0460500e+001	  3.5680000e+000	
  8.1703800e-001	 -2.0555600e-001	  5.3869900e-001	
  4.6543400e-003	  9.3661300e-001	  3.5033300e-001	
 -5.7656600e-001	 -2.8372800e-001	  7.6620600e-001	
 -2.5420900e+001	 -3.7530400e+001	 -4.9516500e+000	
  8.8230100e-001	 -1.1351100e-001	  4.5679300e-001	
 -5.1605200e-002	  9.4130600e-001	  3.3358700e-001	
 -4.6784700e-001	 -3.1789700e-001	  8.2465800e-001	
 -2.3328300e+001	 -4.1769100e+001	 -1.0915100e+000	
  8.8953700e-001	 -2.1904000e-001	  4.0093200e-001	
  5.1124900e-002	  9.1978700e-001	  3.8907500e-001	
 -4.5399400e-001	 -3.2559800e-001	  8.2938300e-001	
 -1.3710700e+001	 -3.6198900e+001	 -2.1816300e+000	
  8.9187600e-001	 -2.1252300e-001	  3.9923700e-001	
  1.8915600e-001	  9.7708800e-001	  9.7560800e-002	
 -4.1082400e-001	 -1.1494300e-002	  9.1164200e-001	
 -1.4958500e+001	 -1.2251300e+001	 -1.9361600e+001	
